epoch,accuracy,loss,val_accuracy,val_loss
42,0.9625468254089355,0.12536531686782837,0.9649122953414917,0.07753079384565353
43,0.9344569444656372,0.15585321187973022,0.9385964870452881,0.13761544227600098
44,0.9269663095474243,0.17215858399868011,0.9561403393745422,0.11241178214550018
45,0.9531835317611694,0.12728281319141388,0.9473684430122375,0.10085705667734146
46,0.9644194841384888,0.11406183242797852,0.9649122953414917,0.08014961332082748
47,0.9625468254089355,0.11489134281873703,0.9561403393745422,0.07780896872282028
48,0.9625468254089355,0.09201539307832718,0.9824561476707458,0.06010083109140396
49,0.9625468254089355,0.09513974189758301,0.9824561476707458,0.04928353801369667
50,0.9719101190567017,0.09711882472038269,0.9736841917037964,0.0461682453751564
51,0.9550561904907227,0.13654105365276337,0.9649122953414917,0.08818279206752777
52,0.9625468254089355,0.11361385881900787,0.9912280440330505,0.05060427635908127
53,0.9681648015975952,0.09252011030912399,0.9824561476707458,0.057290077209472656
54,0.9569288492202759,0.11342726647853851,0.9561403393745422,0.09276755154132843
55,0.9681648015975952,0.09850426018238068,0.9736841917037964,0.06840793788433075
56,0.9531835317611694,0.14359571039676666,0.9298245906829834,0.15636391937732697
57,0.9456928968429565,0.16523917019367218,0.9649122953414917,0.07165062427520752
58,0.9475655555725098,0.14180578291416168,0.9649122953414917,0.09219660609960556
59,0.9550561904907227,0.1176241785287857,0.9824561476707458,0.04102248325943947
60,0.9681648015975952,0.0881824791431427,0.9912280440330505,0.041546523571014404
61,0.9644194841384888,0.10121497511863708,0.9912280440330505,0.03500056639313698
62,0.9719101190567017,0.07105626910924911,0.9824561476707458,0.043341804295778275
63,0.9756554365158081,0.07831215858459473,0.9736841917037964,0.03733586147427559
64,0.9850187301635742,0.05379803851246834,0.9736841917037964,0.05804052948951721
65,0.9887640476226807,0.0504438690841198,0.9824561476707458,0.0405084602534771
66,0.9906367063522339,0.04938213527202606,0.9824561476707458,0.034329503774642944
67,0.9775280952453613,0.06036782264709473,0.9736841917037964,0.048783812671899796
68,0.9812734127044678,0.05125908553600311,0.9912280440330505,0.034998729825019836
69,0.9737827777862549,0.0897078737616539,0.9736841917037964,0.06344451010227203
70,0.9812734127044678,0.06137388199567795,0.9736841917037964,0.0630272626876831
71,0.9775280952453613,0.07214636355638504,0.9824561476707458,0.039198361337184906
72,0.9812734127044678,0.06381147354841232,0.9649122953414917,0.056651610881090164
73,0.9906367063522339,0.04118200019001961,0.9649122953414917,0.09783852100372314
74,0.9812734127044678,0.05216561257839203,0.9912280440330505,0.030315911397337914
75,0.9775280952453613,0.07717536389827728,0.9736841917037964,0.05530545115470886
76,0.9700374603271484,0.0744049921631813,0.9912280440330505,0.031099941581487656
77,0.9850187301635742,0.051996901631355286,0.9912280440330505,0.03201613202691078
78,0.9719101190567017,0.07749205827713013,0.9912280440330505,0.05178558826446533
79,0.9868913888931274,0.04682261869311333,0.9824561476707458,0.03599623590707779
80,0.9868913888931274,0.04058355465531349,1.0,0.01706003211438656
81,0.9981273412704468,0.02315245009958744,0.9912280440330505,0.024492468684911728
82,0.9981273412704468,0.01885868050158024,0.9912280440330505,0.01705596223473549
83,0.9887640476226807,0.031186329200863838,1.0,0.014043465256690979
84,0.9906367063522339,0.036445654928684235,0.9912280440330505,0.024183111265301704
85,0.9906367063522339,0.036541055887937546,0.9912280440330505,0.03960592672228813
86,0.966292142868042,0.0804942399263382,0.9824561476707458,0.04961700364947319
87,0.9756554365158081,0.06942793726921082,0.9912280440330505,0.02133103832602501
88,0.9925093650817871,0.035870764404535294,0.9912280440330505,0.022461365908384323
89,0.9962546825408936,0.017007045447826385,0.9912280440330505,0.014152729883790016
90,0.9943820238113403,0.023965198546648026,1.0,0.01494879461824894
91,0.9943820238113403,0.027486907318234444,0.9912280440330505,0.017001157626509666
92,0.9906367063522339,0.03733731806278229,0.9912280440330505,0.015450885519385338
93,0.9887640476226807,0.032039936631917953,1.0,0.013521288521587849
94,0.9925093650817871,0.033629581332206726,1.0,0.0069950297474861145
95,0.9868913888931274,0.03905535489320755,0.9912280440330505,0.016509218141436577
96,0.9943820238113403,0.024147221818566322,1.0,0.011760874651372433
97,1.0,0.013744164258241653,1.0,0.007312328554689884
98,0.9868913888931274,0.029881004244089127,0.9912280440330505,0.018964480608701706
99,0.9868913888931274,0.029069023206830025,0.9912280440330505,0.024937430396676064
